0.06065 0.80000 10 500.00000 1.61844 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07153 0.80000 10 400.00000 1.60188 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.08988 0.80000 10 300.00000 1.64097 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10209 0.80000 10 250.00000 1.63353 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11722 0.80000 10 200.00000 1.66015 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.18010 0.80000 10 100.00000 1.69619 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06243 0.70000 10 500.00000 1.67773 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07131 0.70000 10 400.00000 1.61421 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.08973 0.70000 10 300.00000 1.60746 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10230 0.70000 10 250.00000 1.62401 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11855 0.70000 10 200.00000 1.63179 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.17938 0.70000 10 100.00000 1.69117 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06346 0.60000 10 500.00000 1.66732 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07239 0.60000 10 400.00000 1.60625 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.08976 0.60000 10 300.00000 1.63515 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10137 0.60000 10 250.00000 1.65988 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11812 0.60000 10 200.00000 1.65220 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.17893 0.60000 10 100.00000 1.71109 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06242 0.50000 10 500.00000 1.64797 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07181 0.50000 10 400.00000 1.60884 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.09037 0.50000 10 300.00000 1.61570 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10234 0.50000 10 250.00000 1.64342 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11872 0.50000 10 200.00000 1.63761 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.17932 0.50000 10 100.00000 1.68537 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06308 0.40000 10 500.00000 1.67202 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07230 0.40000 10 400.00000 1.62325 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.09128 0.40000 10 300.00000 1.62875 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10342 0.40000 10 250.00000 1.61858 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11894 0.40000 10 200.00000 1.64017 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.17944 0.40000 10 100.00000 1.70083 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06096 0.30000 10 500.00000 1.60975 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07146 0.30000 10 400.00000 1.60762 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.09146 0.30000 10 300.00000 1.61157 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10417 0.30000 10 250.00000 1.63654 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11934 0.30000 10 200.00000 1.67462 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.17973 0.30000 10 100.00000 1.71873 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06391 0.20000 10 500.00000 1.66107 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07149 0.20000 10 400.00000 1.62721 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.09273 0.20000 10 300.00000 1.62424 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10307 0.20000 10 250.00000 1.64645 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11964 0.20000 10 200.00000 1.64384 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.18080 0.20000 10 100.00000 1.71958 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07384 0.10000 10 400.00000 1.62161 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.09183 0.10000 10 300.00000 1.62145 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10471 0.10000 10 250.00000 1.64111 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.12038 0.10000 10 200.00000 1.65985 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.18103 0.10000 10 100.00000 1.71648 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06654 0.00000 10 600.00000 1.64637 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07438 0.00000 10 500.00000 1.72287 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.08538 0.00000 10 400.00000 1.68458 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.10184 0.00000 10 300.00000 1.66697 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11190 0.00000 10 250.00000 1.69955 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.12667 0.00000 10 200.00000 1.72202 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06118 0.80000 10 1000.00000 8.54700 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06827 0.80000 10 900.00000 8.57398 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.07515 0.80000 10 800.00000 8.72837 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.08585 0.80000 10 700.00000 8.71965 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.09704 0.80000 10 600.00000 8.93656 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.11234 0.80000 10 500.00000 9.06104 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.13169 0.80000 10 400.00000 9.39848 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.15906 0.80000 10 300.00000 9.81475 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.18021 0.80000 10 250.00000 10.09143 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.20382 0.80000 10 200.00000 10.79310 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.30204 0.80000 10 100.00000 14.00021 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06159 0.70000 10 1000.00000 8.59801 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
0.06891 0.70000 10 900.00000 8.61978 0 1e-05 1e-05 100 1500 0 0 0 0 0 2
