0.186 0.25 13.74772708486752 500.0 0.01 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.01 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.1 0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 -0.338 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 0.0 250 0 0
0.186 0.25 13.74772708486752 500.0 0.139 0.0 250 0 0
