0.6 0.2 15.811388300841896 10 0.01 250 0 1
0.6 0.2 15.811388300841896 10 0.01 250 0 1
0.6 0.2 15.811388300841896 10 0.01 250 0 1
0.6 0.2 15.811388300841896 10 0.01 250 0 1
0.6 0.2 15.811388300841896 10 0.01 250 0 1
0.6 0.2 15.811388300841896 10 0.01 250 0 1
0.6 0.2 15.811388300841896 10 0.01 250 1 1
0.6 0.2 15.811388300841896 10 0.01 250 1 1
0.6 0.2 15.811388300841896 10 0.01 250 1 1
0.6 0.2 15.811388300841896 10 0.01 250 1 1
0.6 0.2 15.811388300841896 10 0.01 250 1 1
0.6 0.2 15.811388300841896 10 0.01 250 1 1
0.6 0.2 15.811388300841896 10 0.05 250 0 1
0.6 0.2 15.811388300841896 10 0.05 250 0 1
0.6 0.2 15.811388300841896 10 0.05 250 0 1
0.6 0.2 15.811388300841896 10 0.05 250 0 1
0.6 0.2 15.811388300841896 10 0.05 250 0 1
0.6 0.2 15.811388300841896 10 0.05 250 0 1
0.6 0.2 15.811388300841896 10 0.05 250 1 1
0.6 0.2 15.811388300841896 10 0.05 250 1 1
0.6 0.2 15.811388300841896 10 0.05 250 1 1
0.6 0.2 15.811388300841896 10 0.05 250 1 1
0.6 0.2 15.811388300841896 10 0.05 250 1 1
0.6 0.2 15.811388300841896 10 0.05 250 1 1
0.6 0.2 15.811388300841896 10 0.1 250 0 1
0.6 0.2 15.811388300841896 10 0.1 250 0 1
0.6 0.2 15.811388300841896 10 0.1 250 0 1
0.6 0.2 15.811388300841896 10 0.1 250 0 1
0.6 0.2 15.811388300841896 10 0.1 250 0 1
0.6 0.2 15.811388300841896 10 0.1 250 0 1
0.6 0.2 15.811388300841896 10 0.1 250 1 1
0.6 0.2 15.811388300841896 10 0.1 250 1 1
0.6 0.2 15.811388300841896 10 0.1 250 1 1
0.6 0.2 15.811388300841896 10 0.1 250 1 1
0.6 0.2 15.811388300841896 10 0.1 250 1 1
0.6 0.2 15.811388300841896 10 0.1 250 1 1
0.6 0.2 15.811388300841896 10 0.5 250 0 1
0.6 0.2 15.811388300841896 10 0.5 250 0 1
0.6 0.2 15.811388300841896 10 0.5 250 0 1
0.6 0.2 15.811388300841896 10 0.5 250 0 1
0.6 0.2 15.811388300841896 10 0.5 250 0 1
0.6 0.2 15.811388300841896 10 0.5 250 0 1
0.6 0.2 15.811388300841896 10 0.5 250 1 1
0.6 0.2 15.811388300841896 10 0.5 250 1 1
0.6 0.2 15.811388300841896 10 0.5 250 1 1
0.6 0.2 15.811388300841896 10 0.5 250 1 1
0.6 0.2 15.811388300841896 10 0.5 250 1 1
0.6 0.2 15.811388300841896 10 0.5 250 1 1
0.6 0.2 15.811388300841896 10 1.0 250 0 1
0.6 0.2 15.811388300841896 10 1.0 250 0 1
0.6 0.2 15.811388300841896 10 1.0 250 0 1
0.6 0.2 15.811388300841896 10 1.0 250 0 1
0.6 0.2 15.811388300841896 10 1.0 250 0 1
0.6 0.2 15.811388300841896 10 1.0 250 0 1
0.6 0.2 15.811388300841896 10 1.0 250 1 1
0.6 0.2 15.811388300841896 10 1.0 250 1 1
0.6 0.2 15.811388300841896 10 1.0 250 1 1
0.6 0.2 15.811388300841896 10 1.0 250 1 1
0.6 0.2 15.811388300841896 10 1.0 250 1 1
0.6 0.2 15.811388300841896 10 1.0 250 1 1
0.6 0.2 13.74772708486752 10 0.01 250 0 1
0.6 0.2 13.74772708486752 10 0.01 250 0 1
0.6 0.2 13.74772708486752 10 0.01 250 0 1
0.6 0.2 13.74772708486752 10 0.01 250 0 1
0.6 0.2 13.74772708486752 10 0.01 250 0 1
0.6 0.2 13.74772708486752 10 0.01 250 0 1
0.6 0.2 13.74772708486752 10 0.01 250 1 1
0.6 0.2 13.74772708486752 10 0.01 250 1 1
0.6 0.2 13.74772708486752 10 0.01 250 1 1
0.6 0.2 13.74772708486752 10 0.01 250 1 1
0.6 0.2 13.74772708486752 10 0.01 250 1 1
0.6 0.2 13.74772708486752 10 0.01 250 1 1
0.6 0.2 13.74772708486752 10 0.05 250 0 1
0.6 0.2 13.74772708486752 10 0.05 250 0 1
0.6 0.2 13.74772708486752 10 0.05 250 0 1
0.6 0.2 13.74772708486752 10 0.05 250 0 1
0.6 0.2 13.74772708486752 10 0.05 250 0 1
0.6 0.2 13.74772708486752 10 0.05 250 0 1
0.6 0.2 13.74772708486752 10 0.05 250 1 1
0.6 0.2 13.74772708486752 10 0.05 250 1 1
0.6 0.2 13.74772708486752 10 0.05 250 1 1
0.6 0.2 13.74772708486752 10 0.05 250 1 1
0.6 0.2 13.74772708486752 10 0.05 250 1 1
0.6 0.2 13.74772708486752 10 0.05 250 1 1
0.6 0.2 13.74772708486752 10 0.1 250 0 1
0.6 0.2 13.74772708486752 10 0.1 250 0 1
