0.15000 1.76795 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 1.76795 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 1.76795 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 1.76795 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.80208 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.80208 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.80208 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.80208 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.44199 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.44199 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.44199 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.44199 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.20052 10 100.00000 3.53590 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.20052 10 100.00000 3.53590 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.20052 10 100.00000 3.53590 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.20052 10 100.00000 3.53590 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 1.76795 10 100.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 1.76795 10 100.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 1.76795 10 100.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 1.76795 10 100.00000 1.60415 0.12 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.80208 10 100.00000 1.60415 0.05 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.80208 10 100.00000 1.60415 0.06 1e-05 1e-05 100 1500 0 0 0 0 1 2
0.15000 0.80208 10 100.00000 1.60415 0.1 1e-05 1e-05 100 1500 0 0 0 0 1 2
